invoice_code,customer_code,product_code,client_code,invoice_date,product_price,product_cost,sold_quantity,sub_total,discount,net_sales,tax_amount,total_amount,net_profit_or_gross_amount,net_cash_flow
2026-09-07_1270,33,1034,4000,2026-08-08,50.0,17.0,6,300.0,30.0,270.0,27.0,297.0,168.0,168.0
2026-09-27_1271,31,1073,4000,2026-08-28,58.0,30.0,8,464.0,46.4,417.6,41.76,459.36,177.6,177.6
2026-09-27_1271,31,1002,4000,2026-08-28,52.0,33.0,10,520.0,52.0,468.0,46.8,514.8,138.0,138.0
2026-09-27_1271,31,1015,4000,2026-08-28,56.0,28.0,5,280.0,28.0,252.0,25.2,277.2,112.0,112.0
2026-09-11_1272,15,1092,4000,2026-08-12,51.0,14.0,3,153.0,15.3,137.7,13.77,151.47,95.7,95.7
2026-09-11_1272,15,1019,4000,2026-08-12,100.0,72.0,5,500.0,50.0,450.0,45.0,495.0,90.0,90.0
2026-09-11_1272,15,1008,4000,2026-08-12,70.0,39.0,7,490.0,49.0,441.0,44.1,485.1,168.0,168.0
2026-09-18_1273,20,1067,4000,2026-08-19,71.0,56.0,2,142.0,14.2,127.8,12.78,140.58,15.8,15.8
2026-09-18_1273,20,1019,4000,2026-08-19,100.0,72.0,6,600.0,60.0,540.0,54.0,594.0,108.0,108.0
2026-09-18_1273,20,1074,4000,2026-08-19,88.0,74.0,8,704.0,70.4,633.6,63.36,696.96,41.6,41.6
2026-09-09_1274,21,1058,4000,2026-08-10,95.0,69.0,7,665.0,66.5,598.5,59.85,658.35,115.5,115.5
2026-09-09_1274,21,1030,4000,2026-08-10,58.0,46.0,5,290.0,29.0,261.0,26.1,287.1,31.0,31.0
2026-09-09_1274,21,1099,4000,2026-08-10,77.0,60.0,1,77.0,7.7,69.3,6.93,76.23,9.3,9.3
2026-09-09_1275,40,1064,4000,2026-08-10,67.0,34.0,9,603.0,60.3,542.7,54.27,596.97,236.7,236.7
2026-09-09_1275,40,1027,4000,2026-08-10,71.0,32.0,4,284.0,28.4,255.6,25.56,281.16,127.6,127.6
2026-09-09_1275,40,1022,4000,2026-08-10,100.0,79.0,4,400.0,40.0,360.0,36.0,396.0,44.0,44.0
2026-10-02_1276,35,1060,4000,2026-09-02,86.0,66.0,1,86.0,8.6,77.4,7.74,85.14,11.4,11.4
2026-10-02_1276,35,1004,4000,2026-09-02,93.0,67.0,9,837.0,83.7,753.3,75.33,828.63,150.3,150.3
2026-10-02_1276,35,1095,4000,2026-09-02,98.0,88.0,5,490.0,49.0,441.0,44.1,485.1,1.0,1.0
2026-09-30_1277,42,1058,4000,2026-08-31,95.0,69.0,4,380.0,38.0,342.0,34.2,376.2,66.0,66.0
2026-09-30_1277,42,1013,4000,2026-08-31,79.0,40.0,2,158.0,15.8,142.2,14.22,156.42,62.2,62.2
2026-09-30_1277,42,1058,4000,2026-08-31,95.0,69.0,7,665.0,66.5,598.5,59.85,658.35,115.5,115.5
2026-09-24_1278,41,1034,4000,2026-08-25,50.0,17.0,9,450.0,45.0,405.0,40.5,445.5,252.0,252.0
2026-09-24_1278,41,1008,4000,2026-08-25,70.0,39.0,9,630.0,63.0,567.0,56.7,623.7,216.0,216.0
2026-09-24_1278,41,1028,4000,2026-08-25,53.0,27.0,4,212.0,21.2,190.8,19.08,209.88,82.8,82.8
2026-09-19_1279,11,1044,4000,2026-08-20,83.0,49.0,9,747.0,74.7,672.3,67.23,739.53,231.3,231.3
2026-09-19_1279,11,1030,4000,2026-08-20,58.0,46.0,10,580.0,58.0,522.0,52.2,574.2,62.0,62.0
2026-09-19_1279,11,1002,4000,2026-08-20,52.0,33.0,1,52.0,5.2,46.8,4.68,51.48,13.8,13.8
2026-09-09_1280,25,1017,4000,2026-08-10,100.0,75.0,6,600.0,60.0,540.0,54.0,594.0,90.0,90.0
2026-09-09_1280,25,1077,4000,2026-08-10,84.0,62.0,5,420.0,42.0,378.0,37.8,415.8,68.0,68.0
2026-09-09_1280,25,1058,4000,2026-08-10,95.0,69.0,6,570.0,57.0,513.0,51.3,564.3,99.0,99.0
2026-09-16_1281,25,1094,4000,2026-08-17,82.0,72.0,5,410.0,41.0,369.0,36.9,405.9,9.0,9.0
2026-09-16_1281,25,1057,4000,2026-08-17,65.0,39.0,2,130.0,13.0,117.0,11.7,128.7,39.0,39.0
2026-09-16_1281,25,1040,4000,2026-08-17,51.0,36.0,8,408.0,40.8,367.2,36.72,403.92,79.2,79.2
2026-09-26_1282,48,1007,4000,2026-08-27,81.0,54.0,5,405.0,40.5,364.5,36.45,400.95,94.5,94.5
2026-09-26_1282,48,1095,4000,2026-08-27,98.0,88.0,1,98.0,9.8,88.2,8.82,97.02,0.2,0.2
2026-09-26_1282,48,1090,4000,2026-08-27,61.0,45.0,5,305.0,30.5,274.5,27.45,301.95,49.5,49.5
2026-09-22_1283,36,1043,4000,2026-08-23,92.0,71.0,7,644.0,64.4,579.6,57.96,637.56,82.6,82.6
2026-09-22_1283,36,1073,4000,2026-08-23,58.0,30.0,2,116.0,11.6,104.4,10.44,114.84,44.4,44.4
2026-09-22_1283,36,1061,4000,2026-08-23,67.0,30.0,6,402.0,40.2,361.8,36.18,397.98,181.8,181.8
2026-10-02_1284,3,1095,4000,2026-09-02,98.0,88.0,10,980.0,98.0,882.0,88.2,970.2,2.0,2.0
2026-10-02_1284,3,1072,4000,2026-09-02,77.0,45.0,10,770.0,77.0,693.0,69.3,762.3,243.0,243.0
2026-10-02_1284,3,1077,4000,2026-09-02,84.0,62.0,1,84.0,8.4,75.6,7.56,83.16,13.6,13.6
2026-09-23_1285,10,1061,4000,2026-08-24,67.0,30.0,1,67.0,6.7,60.3,6.03,66.33,30.3,30.3
2026-09-23_1285,10,1009,4000,2026-08-24,60.0,30.0,5,300.0,30.0,270.0,27.0,297.0,120.0,120.0
2026-09-23_1285,10,1079,4000,2026-08-24,64.0,39.0,6,384.0,38.4,345.6,34.56,380.16,111.6,111.6
2026-09-20_1286,48,1063,4000,2026-08-21,63.0,30.0,3,189.0,18.9,170.1,17.01,187.11,80.1,80.1
2026-09-20_1286,48,1018,4000,2026-08-21,81.0,54.0,4,324.0,32.4,291.6,29.16,320.76,75.6,75.6
2026-09-20_1286,48,1066,4000,2026-08-21,94.0,78.0,1,94.0,9.4,84.6,8.46,93.06,6.6,6.6
2026-09-10_1287,6,1034,4000,2026-08-11,50.0,17.0,5,250.0,25.0,225.0,22.5,247.5,140.0,140.0
2026-09-10_1287,6,1021,4000,2026-08-11,82.0,45.0,5,410.0,41.0,369.0,36.9,405.9,144.0,144.0
2026-09-10_1287,6,1094,4000,2026-08-11,82.0,72.0,10,820.0,82.0,738.0,73.8,811.8,18.0,18.0
2026-09-18_1288,21,1004,4000,2026-08-19,93.0,67.0,4,372.0,37.2,334.8,33.48,368.28,66.8,66.8
2026-09-18_1288,21,1073,4000,2026-08-19,58.0,30.0,6,348.0,34.8,313.2,31.32,344.52,133.2,133.2
2026-09-18_1288,21,1032,4000,2026-08-19,51.0,31.0,4,204.0,20.4,183.6,18.36,201.96,59.6,59.6
2026-09-10_1289,25,1066,4000,2026-08-11,94.0,78.0,4,376.0,37.6,338.4,33.84,372.24,26.4,26.4
2026-09-10_1289,25,1013,4000,2026-08-11,79.0,40.0,5,395.0,39.5,355.5,35.55,391.05,155.5,155.5
2026-09-10_1289,25,1093,4000,2026-08-11,55.0,22.0,3,165.0,16.5,148.5,14.85,163.35,82.5,82.5
2026-09-25_1290,47,1085,4000,2026-08-26,83.0,46.0,4,332.0,33.2,298.8,29.88,328.68,114.8,114.8
2026-09-25_1290,47,1034,4000,2026-08-26,50.0,17.0,10,500.0,50.0,450.0,45.0,495.0,280.0,280.0
2026-09-25_1290,47,1056,4000,2026-08-26,57.0,47.0,8,456.0,45.6,410.4,41.04,451.44,34.4,34.4
2026-09-27_1291,26,1072,4000,2026-08-28,77.0,45.0,4,308.0,30.8,277.2,27.72,304.92,97.2,97.2
2026-09-27_1291,26,1027,4000,2026-08-28,71.0,32.0,6,426.0,42.6,383.4,38.34,421.74,191.4,191.4
2026-09-27_1291,26,1077,4000,2026-08-28,84.0,62.0,8,672.0,67.2,604.8,60.48,665.28,108.8,108.8
2026-09-08_1292,35,1050,4000,2026-08-09,58.0,26.0,5,290.0,29.0,261.0,26.1,287.1,131.0,131.0
2026-09-08_1292,35,1023,4000,2026-08-09,62.0,44.0,5,310.0,31.0,279.0,27.9,306.9,59.0,59.0
2026-09-08_1292,35,1046,4000,2026-08-09,92.0,72.0,4,368.0,36.8,331.2,33.12,364.32,43.2,43.2
2026-09-07_1293,8,1033,4000,2026-08-08,72.0,48.0,2,144.0,14.4,129.6,12.96,142.56,33.6,33.6
2026-09-07_1293,8,1060,4000,2026-08-08,86.0,66.0,7,602.0,60.2,541.8,54.18,595.98,79.8,79.8
2026-09-07_1293,8,1097,4000,2026-08-08,64.0,38.0,8,512.0,51.2,460.8,46.08,506.88,156.8,156.8
2026-09-15_1294,44,1027,4000,2026-08-16,71.0,32.0,4,284.0,28.4,255.6,25.56,281.16,127.6,127.6
2026-09-15_1294,44,1055,4000,2026-08-16,51.0,14.0,4,204.0,20.4,183.6,18.36,201.96,127.6,127.6
2026-09-15_1294,44,1014,4000,2026-08-16,74.0,59.0,5,370.0,37.0,333.0,33.3,366.3,38.0,38.0
2026-09-28_1295,41,1032,4000,2026-08-29,51.0,31.0,6,306.0,30.6,275.4,27.54,302.94,89.4,89.4
2026-09-28_1295,41,1058,4000,2026-08-29,95.0,69.0,7,665.0,66.5,598.5,59.85,658.35,115.5,115.5
2026-09-28_1295,41,1014,4000,2026-08-29,74.0,59.0,5,370.0,37.0,333.0,33.3,366.3,38.0,38.0
2026-09-26_1296,13,1062,4000,2026-08-27,60.0,47.0,3,180.0,18.0,162.0,16.2,178.2,21.0,21.0
2026-09-26_1296,13,1067,4000,2026-08-27,71.0,56.0,2,142.0,14.2,127.8,12.78,140.58,15.8,15.8
2026-09-26_1296,13,1025,4000,2026-08-27,67.0,43.0,3,201.0,20.1,180.9,18.09,198.99,51.9,51.9
2026-10-02_1297,33,1075,4000,2026-09-02,80.0,64.0,10,800.0,80.0,720.0,72.0,792.0,80.0,80.0
2026-10-02_1297,33,1018,4000,2026-09-02,81.0,54.0,1,81.0,8.1,72.9,7.29,80.19,18.9,18.9
2026-10-02_1297,33,1062,4000,2026-09-02,60.0,47.0,5,300.0,30.0,270.0,27.0,297.0,35.0,35.0
2026-09-23_1298,23,1052,4000,2026-08-24,89.0,77.0,2,178.0,17.8,160.2,16.02,176.22,6.2,6.2
2026-09-23_1298,23,1050,4000,2026-08-24,58.0,26.0,8,464.0,46.4,417.6,41.76,459.36,209.6,209.6
2026-09-23_1298,23,1037,4000,2026-08-24,90.0,55.0,8,720.0,72.0,648.0,64.8,712.8,208.0,208.0
2026-10-03_1299,4,1003,4000,2026-09-03,84.0,66.0,10,840.0,84.0,756.0,75.6,831.6,96.0,96.0
2026-10-03_1299,4,1031,4000,2026-09-03,62.0,50.0,10,620.0,62.0,558.0,55.8,613.8,58.0,58.0
2026-10-03_1299,4,1048,4000,2026-09-03,55.0,37.0,10,550.0,55.0,495.0,49.5,544.5,125.0,125.0
2026-09-25_1300,45,1030,4000,2026-08-26,58.0,46.0,2,116.0,11.6,104.4,10.44,114.84,12.4,12.4
2026-09-25_1300,45,1026,4000,2026-08-26,87.0,69.0,1,87.0,8.7,78.3,7.83,86.13,9.3,9.3
2026-09-25_1300,45,1081,4000,2026-08-26,81.0,56.0,2,162.0,16.2,145.8,14.58,160.38,33.8,33.8
2026-09-30_1301,20,1073,4000,2026-08-31,58.0,30.0,9,522.0,52.2,469.8,46.98,516.78,199.8,199.8
2026-09-30_1301,20,1081,4000,2026-08-31,81.0,56.0,7,567.0,56.7,510.3,51.03,561.33,118.3,118.3
2026-09-30_1301,20,1030,4000,2026-08-31,58.0,46.0,2,116.0,11.6,104.4,10.44,114.84,12.4,12.4
2026-09-05_1302,14,1076,4000,2026-08-06,57.0,47.0,9,513.0,51.3,461.7,46.17,507.87,38.7,38.7
2026-09-05_1302,14,1027,4000,2026-08-06,71.0,32.0,2,142.0,14.2,127.8,12.78,140.58,63.8,63.8
2026-09-05_1302,14,1005,4000,2026-08-06,68.0,58.0,5,340.0,34.0,306.0,30.6,336.6,16.0,16.0
2026-09-24_1303,43,1088,4000,2026-08-25,82.0,58.0,3,246.0,24.6,221.4,22.14,243.54,47.4,47.4
2026-09-24_1303,43,1003,4000,2026-08-25,84.0,66.0,1,84.0,8.4,75.6,7.56,83.16,9.6,9.6
2026-09-24_1303,43,1040,4000,2026-08-25,51.0,36.0,1,51.0,5.1,45.9,4.59,50.49,9.9,9.9
2026-09-25_1304,44,1061,4000,2026-08-26,67.0,30.0,5,335.0,33.5,301.5,30.15,331.65,151.5,151.5
2026-09-25_1304,44,1074,4000,2026-08-26,88.0,74.0,7,616.0,61.6,554.4,55.44,609.84,36.4,36.4
2026-09-25_1304,44,1097,4000,2026-08-26,64.0,38.0,6,384.0,38.4,345.6,34.56,380.16,117.6,117.6
2026-09-06_1305,29,1042,4000,2026-08-07,59.0,31.0,4,236.0,23.6,212.4,21.24,233.64,88.4,88.4
2026-09-06_1305,29,1062,4000,2026-08-07,60.0,47.0,3,180.0,18.0,162.0,16.2,178.2,21.0,21.0
2026-09-06_1305,29,1042,4000,2026-08-07,59.0,31.0,9,531.0,53.1,477.9,47.79,525.69,198.9,198.9
2026-09-25_1306,42,1020,4000,2026-08-26,74.0,37.0,1,74.0,7.4,66.6,6.66,73.26,29.6,29.6
2026-09-25_1306,42,1051,4000,2026-08-26,97.0,81.0,4,388.0,38.8,349.2,34.92,384.12,25.2,25.2
2026-09-25_1306,42,1077,4000,2026-08-26,84.0,62.0,4,336.0,33.6,302.4,30.24,332.64,54.4,54.4
2026-09-06_1307,47,1013,4000,2026-08-07,79.0,40.0,8,632.0,63.2,568.8,56.88,625.68,248.8,248.8
2026-09-06_1307,47,1065,4000,2026-08-07,93.0,60.0,1,93.0,9.3,83.7,8.37,92.07,23.7,23.7
2026-09-06_1307,47,1054,4000,2026-08-07,56.0,29.0,1,56.0,5.6,50.4,5.04,55.44,21.4,21.4
2026-09-10_1308,39,1009,4000,2026-08-11,60.0,30.0,6,360.0,36.0,324.0,32.4,356.4,144.0,144.0
2026-09-10_1308,39,1056,4000,2026-08-11,57.0,47.0,9,513.0,51.3,461.7,46.17,507.87,38.7,38.7
2026-09-10_1308,39,1055,4000,2026-08-11,51.0,14.0,6,306.0,30.6,275.4,27.54,302.94,191.4,191.4
2026-10-02_1309,5,1077,4000,2026-09-02,84.0,62.0,6,504.0,50.4,453.6,45.36,498.96,81.6,81.6
2026-10-02_1309,5,1055,4000,2026-09-02,51.0,14.0,1,51.0,5.1,45.9,4.59,50.49,31.9,31.9
2026-10-02_1309,5,1071,4000,2026-09-02,77.0,39.0,7,539.0,53.9,485.1,48.51,533.61,212.1,212.1
2026-09-30_1310,30,1062,4000,2026-08-31,60.0,47.0,9,540.0,54.0,486.0,48.6,534.6,63.0,63.0
2026-09-30_1310,30,1031,4000,2026-08-31,62.0,50.0,8,496.0,49.6,446.4,44.64,491.04,46.4,46.4
2026-09-30_1310,30,1022,4000,2026-08-31,100.0,79.0,10,1000.0,100.0,900.0,90.0,990.0,110.0,110.0
2026-09-14_1311,49,1042,4000,2026-08-15,59.0,31.0,4,236.0,23.6,212.4,21.24,233.64,88.4,88.4
2026-09-14_1311,49,1012,4000,2026-08-15,89.0,57.0,7,623.0,62.3,560.7,56.07,616.77,161.7,161.7
2026-09-14_1311,49,1034,4000,2026-08-15,50.0,17.0,2,100.0,10.0,90.0,9.0,99.0,56.0,56.0
2026-09-05_1312,45,1043,4000,2026-08-06,92.0,71.0,8,736.0,73.6,662.4,66.24,728.64,94.4,94.4
2026-09-05_1312,45,1010,4000,2026-08-06,82.0,58.0,2,164.0,16.4,147.6,14.76,162.36,31.6,31.6
2026-09-05_1312,45,1027,4000,2026-08-06,71.0,32.0,10,710.0,71.0,639.0,63.9,702.9,319.0,319.0
2026-09-09_1313,8,1070,4000,2026-08-10,68.0,57.0,10,680.0,68.0,612.0,61.2,673.2,42.0,42.0
2026-09-09_1313,8,1026,4000,2026-08-10,87.0,69.0,4,348.0,34.8,313.2,31.32,344.52,37.2,37.2
2026-09-09_1313,8,1056,4000,2026-08-10,57.0,47.0,2,114.0,11.4,102.6,10.26,112.86,8.6,8.6
2026-09-22_1314,43,1038,4000,2026-08-23,77.0,55.0,2,154.0,15.4,138.6,13.86,152.46,28.6,28.6
2026-09-22_1314,43,1075,4000,2026-08-23,80.0,64.0,6,480.0,48.0,432.0,43.2,475.2,48.0,48.0
2026-09-22_1314,43,1084,4000,2026-08-23,77.0,45.0,8,616.0,61.6,554.4,55.44,609.84,194.4,194.4
2026-09-14_1315,43,1080,4000,2026-08-15,85.0,74.0,8,680.0,68.0,612.0,61.2,673.2,20.0,20.0
2026-09-14_1315,43,1020,4000,2026-08-15,74.0,37.0,6,444.0,44.4,399.6,39.96,439.56,177.6,177.6
2026-09-14_1315,43,1074,4000,2026-08-15,88.0,74.0,6,528.0,52.8,475.2,47.52,522.72,31.2,31.2
2026-09-13_1316,45,1004,4000,2026-08-14,93.0,67.0,2,186.0,18.6,167.4,16.74,184.14,33.4,33.4
2026-09-13_1316,45,1096,4000,2026-08-14,51.0,39.0,4,204.0,20.4,183.6,18.36,201.96,27.6,27.6
2026-09-13_1316,45,1083,4000,2026-08-14,81.0,44.0,4,324.0,32.4,291.6,29.16,320.76,115.6,115.6
2026-09-17_1317,6,1045,4000,2026-08-18,84.0,54.0,1,84.0,8.4,75.6,7.56,83.16,21.6,21.6
2026-09-17_1317,6,1023,4000,2026-08-18,62.0,44.0,9,558.0,55.8,502.2,50.22,552.42,106.2,106.2
2026-09-17_1317,6,1074,4000,2026-08-18,88.0,74.0,4,352.0,35.2,316.8,31.68,348.48,20.8,20.8
2026-09-12_1318,26,1058,4000,2026-08-13,95.0,69.0,9,855.0,85.5,769.5,76.95,846.45,148.5,148.5
2026-09-12_1318,26,1026,4000,2026-08-13,87.0,69.0,7,609.0,60.9,548.1,54.81,602.91,65.1,65.1
2026-09-12_1318,26,1051,4000,2026-08-13,97.0,81.0,10,970.0,97.0,873.0,87.3,960.3,63.0,63.0
2026-09-15_1319,39,1099,4000,2026-08-16,77.0,60.0,3,231.0,23.1,207.9,20.79,228.69,27.9,27.9
2026-09-15_1319,39,1007,4000,2026-08-16,81.0,54.0,7,567.0,56.7,510.3,51.03,561.33,132.3,132.3
2026-09-15_1319,39,1023,4000,2026-08-16,62.0,44.0,3,186.0,18.6,167.4,16.74,184.14,35.4,35.4
2026-09-24_1320,28,1089,4000,2026-08-25,53.0,15.0,7,371.0,37.1,333.9,33.39,367.29,228.9,228.9
2026-09-24_1320,28,1078,4000,2026-08-25,97.0,77.0,5,485.0,48.5,436.5,43.65,480.15,51.5,51.5
2026-09-24_1320,28,1014,4000,2026-08-25,74.0,59.0,8,592.0,59.2,532.8,53.28,586.08,60.8,60.8
2026-09-05_1321,10,1081,4000,2026-08-06,81.0,56.0,5,405.0,40.5,364.5,36.45,400.95,84.5,84.5
2026-09-05_1321,10,1029,4000,2026-08-06,82.0,61.0,7,574.0,57.4,516.6,51.66,568.26,89.6,89.6
2026-09-05_1321,10,1047,4000,2026-08-06,85.0,74.0,9,765.0,76.5,688.5,68.85,757.35,22.5,22.5
2026-09-30_1322,32,1055,4000,2026-08-31,51.0,14.0,6,306.0,30.6,275.4,27.54,302.94,191.4,191.4
2026-09-30_1322,32,1016,4000,2026-08-31,65.0,30.0,4,260.0,26.0,234.0,23.4,257.4,114.0,114.0
2026-09-30_1322,32,1005,4000,2026-08-31,68.0,58.0,5,340.0,34.0,306.0,30.6,336.6,16.0,16.0
2026-09-26_1323,36,1053,4000,2026-08-27,65.0,49.0,5,325.0,32.5,292.5,29.25,321.75,47.5,47.5
2026-09-26_1323,36,1021,4000,2026-08-27,82.0,45.0,9,738.0,73.8,664.2,66.42,730.62,259.2,259.2
2026-09-26_1323,36,1061,4000,2026-08-27,67.0,30.0,3,201.0,20.1,180.9,18.09,198.99,90.9,90.9
2026-10-01_1324,48,1078,4000,2026-09-01,97.0,77.0,4,388.0,38.8,349.2,34.92,384.12,41.2,41.2
2026-10-01_1324,48,1014,4000,2026-09-01,74.0,59.0,10,740.0,74.0,666.0,66.6,732.6,76.0,76.0
2026-10-01_1324,48,1025,4000,2026-09-01,67.0,43.0,6,402.0,40.2,361.8,36.18,397.98,103.8,103.8
2026-09-27_1325,27,1051,4000,2026-08-28,97.0,81.0,6,582.0,58.2,523.8,52.38,576.18,37.8,37.8
2026-09-27_1325,27,1056,4000,2026-08-28,57.0,47.0,2,114.0,11.4,102.6,10.26,112.86,8.6,8.6
2026-09-27_1325,27,1012,4000,2026-08-28,89.0,57.0,10,890.0,89.0,801.0,80.1,881.1,231.0,231.0
2026-09-19_1326,6,1056,4000,2026-08-20,57.0,47.0,9,513.0,51.3,461.7,46.17,507.87,38.7,38.7
2026-09-19_1326,6,1097,4000,2026-08-20,64.0,38.0,4,256.0,25.6,230.4,23.04,253.44,78.4,78.4
2026-09-19_1326,6,1039,4000,2026-08-20,89.0,52.0,6,534.0,53.4,480.6,48.06,528.66,168.6,168.6
2026-09-24_1327,16,1035,4000,2026-08-25,88.0,76.0,4,352.0,35.2,316.8,31.68,348.48,12.8,12.8
2026-09-24_1327,16,1028,4000,2026-08-25,53.0,27.0,2,106.0,10.6,95.4,9.54,104.94,41.4,41.4
2026-09-24_1327,16,1042,4000,2026-08-25,59.0,31.0,10,590.0,59.0,531.0,53.1,584.1,221.0,221.0
2026-09-20_1328,35,1050,4000,2026-08-21,58.0,26.0,1,58.0,5.8,52.2,5.22,57.42,26.2,26.2
2026-09-20_1328,35,1063,4000,2026-08-21,63.0,30.0,4,252.0,25.2,226.8,22.68,249.48,106.8,106.8
2026-09-20_1328,35,1050,4000,2026-08-21,58.0,26.0,5,290.0,29.0,261.0,26.1,287.1,131.0,131.0
2026-09-23_1329,24,1074,4000,2026-08-24,88.0,74.0,4,352.0,35.2,316.8,31.68,348.48,20.8,20.8
2026-09-23_1329,24,1004,4000,2026-08-24,93.0,67.0,2,186.0,18.6,167.4,16.74,184.14,33.4,33.4
2026-09-23_1329,24,1079,4000,2026-08-24,64.0,39.0,7,448.0,44.8,403.2,40.32,443.52,130.2,130.2
2026-09-17_1330,45,1000,4000,2026-08-18,70.0,46.0,10,700.0,70.0,630.0,63.0,693.0,170.0,170.0
2026-09-17_1330,45,1085,4000,2026-08-18,83.0,46.0,5,415.0,41.5,373.5,37.35,410.85,143.5,143.5
2026-09-17_1330,45,1014,4000,2026-08-18,74.0,59.0,10,740.0,74.0,666.0,66.6,732.6,76.0,76.0
2026-09-07_1331,20,1031,4000,2026-08-08,62.0,50.0,6,372.0,37.2,334.8,33.48,368.28,34.8,34.8
2026-09-07_1331,20,1088,4000,2026-08-08,82.0,58.0,3,246.0,24.6,221.4,22.14,243.54,47.4,47.4
2026-09-07_1331,20,1088,4000,2026-08-08,82.0,58.0,1,82.0,8.2,73.8,7.38,81.18,15.8,15.8
2026-09-09_1332,12,1034,4000,2026-08-10,50.0,17.0,1,50.0,5.0,45.0,4.5,49.5,28.0,28.0
2026-09-09_1332,12,1097,4000,2026-08-10,64.0,38.0,9,576.0,57.6,518.4,51.84,570.24,176.4,176.4
2026-09-09_1332,12,1091,4000,2026-08-10,91.0,80.0,5,455.0,45.5,409.5,40.95,450.45,9.5,9.5
2026-09-29_1333,30,1076,4000,2026-08-30,57.0,47.0,2,114.0,11.4,102.6,10.26,112.86,8.6,8.6
2026-09-29_1333,30,1009,4000,2026-08-30,60.0,30.0,7,420.0,42.0,378.0,37.8,415.8,168.0,168.0
2026-09-29_1333,30,1066,4000,2026-08-30,94.0,78.0,10,940.0,94.0,846.0,84.6,930.6,66.0,66.0
2026-09-16_1334,19,1010,4000,2026-08-17,82.0,58.0,3,246.0,24.6,221.4,22.14,243.54,47.4,47.4
2026-09-16_1334,19,1067,4000,2026-08-17,71.0,56.0,2,142.0,14.2,127.8,12.78,140.58,15.8,15.8
2026-09-16_1334,19,1054,4000,2026-08-17,56.0,29.0,1,56.0,5.6,50.4,5.04,55.44,21.4,21.4
2026-09-30_1335,5,1054,4000,2026-08-31,56.0,29.0,10,560.0,56.0,504.0,50.4,554.4,214.0,214.0
2026-09-30_1335,5,1077,4000,2026-08-31,84.0,62.0,1,84.0,8.4,75.6,7.56,83.16,13.6,13.6
2026-09-30_1335,5,1008,4000,2026-08-31,70.0,39.0,5,350.0,35.0,315.0,31.5,346.5,120.0,120.0
2026-09-23_1336,36,1098,4000,2026-08-24,72.0,37.0,1,72.0,7.2,64.8,6.48,71.28,27.8,27.8
2026-09-23_1336,36,1013,4000,2026-08-24,79.0,40.0,7,553.0,55.3,497.7,49.77,547.47,217.7,217.7
2026-09-23_1336,36,1015,4000,2026-08-24,56.0,28.0,10,560.0,56.0,504.0,50.4,554.4,224.0,224.0
2026-09-18_1337,30,1030,4000,2026-08-19,58.0,46.0,4,232.0,23.2,208.8,20.88,229.68,24.8,24.8
2026-09-18_1337,30,1087,4000,2026-08-19,72.0,58.0,5,360.0,36.0,324.0,32.4,356.4,34.0,34.0
2026-09-18_1337,30,1019,4000,2026-08-19,100.0,72.0,1,100.0,10.0,90.0,9.0,99.0,18.0,18.0
2026-09-08_1338,15,1011,4000,2026-08-09,82.0,69.0,9,738.0,73.8,664.2,66.42,730.62,43.2,43.2
2026-09-08_1338,15,1036,4000,2026-08-09,95.0,76.0,6,570.0,57.0,513.0,51.3,564.3,57.0,57.0
2026-09-08_1338,15,1059,4000,2026-08-09,62.0,51.0,4,248.0,24.8,223.2,22.32,245.52,19.2,19.2
2026-09-24_1339,19,1084,4000,2026-08-25,77.0,45.0,2,154.0,15.4,138.6,13.86,152.46,48.6,48.6
2026-09-24_1339,19,1092,4000,2026-08-25,51.0,14.0,4,204.0,20.4,183.6,18.36,201.96,127.6,127.6
2026-09-24_1339,19,1015,4000,2026-08-25,56.0,28.0,4,224.0,22.4,201.6,20.16,221.76,89.6,89.6
2026-09-14_1340,44,1090,4000,2026-08-15,61.0,45.0,1,61.0,6.1,54.9,5.49,60.39,9.9,9.9
2026-09-14_1340,44,1069,4000,2026-08-15,55.0,37.0,2,110.0,11.0,99.0,9.9,108.9,25.0,25.0
2026-09-14_1340,44,1062,4000,2026-08-15,60.0,47.0,1,60.0,6.0,54.0,5.4,59.4,7.0,7.0
2026-09-15_1341,14,1055,4000,2026-08-16,51.0,14.0,8,408.0,40.8,367.2,36.72,403.92,255.2,255.2
2026-09-15_1341,14,1056,4000,2026-08-16,57.0,47.0,1,57.0,5.7,51.3,5.13,56.43,4.3,4.3
2026-09-15_1341,14,1040,4000,2026-08-16,51.0,36.0,2,102.0,10.2,91.8,9.18,100.98,19.8,19.8
2026-09-28_1342,22,1016,4000,2026-08-29,65.0,30.0,5,325.0,32.5,292.5,29.25,321.75,142.5,142.5
2026-09-28_1342,22,1088,4000,2026-08-29,82.0,58.0,1,82.0,8.2,73.8,7.38,81.18,15.8,15.8
2026-09-28_1342,22,1018,4000,2026-08-29,81.0,54.0,9,729.0,72.9,656.1,65.61,721.71,170.1,170.1
2026-09-13_1343,22,1028,4000,2026-08-14,53.0,27.0,6,318.0,31.8,286.2,28.62,314.82,124.2,124.2
2026-09-13_1343,22,1078,4000,2026-08-14,97.0,77.0,2,194.0,19.4,174.6,17.46,192.06,20.6,20.6
2026-09-13_1343,22,1085,4000,2026-08-14,83.0,46.0,8,664.0,66.4,597.6,59.76,657.36,229.6,229.6
